oid,id,Material,Fecha_instalacion,Diametro_pulgadas,Longitud_millas,Tiempo_vida,others
1311,segmento 1311,Hierro Galvanizado/Polietileno de alta densidad,1338007837,8.0,1.268666202,66.1374169,
1312,segmento 1312,Alta densidad plomo,1282433194,375.0,4.398144562,47.56245866,
1313,segmento 1313,Polietileno,624227239,5.0,1.003160307,33.10323346,
1314,segmento 1314,Hierro Galvanizado/Polietileno de alta densidad,552697360,10.0,0.318001146,51.98890554,
1315,segmento 1315,Cloruro de polivinilo,22653139,2.0,9.077658029,19.48482836,
1316,segmento 1316,Plomo,893606892,12.0,2.560234549,50.34297288,
1317,segmento 1317,Cloruro de polivinilo,91794474,8.0,7.093706824,26.25202803,
1318,segmento 1318,Plomo,1288613998,10.0,8.987412279,62.84743343,
1319,segmento 1319,Polietileno,1407297725,4.0,2.921215795,48.18772377,
1320,segmento 1320,Plomo,900912830,4.0,9.039875847,50.77238767,
1321,segmento 1321,Alta densidad plomo,1349943323,2.5,1.671807937,54.79978369,
1322,segmento 1322,Hierro Galvanizado/Polietileno de alta densidad,11483616,6.0,7.930001804,47.22736641,
1323,segmento 1323,Hierro ductil,780251717,2.0,9.285060202,62.19450349,
1324,segmento 1324,Polietileno,603548843,4.0,3.364797764,33.85854535,
1325,segmento 1325,Hierro ductil,1402355285,0.5,8.355408264,66.44308121,
1326,segmento 1326,Hierro Galvanizado/Polietileno de alta densidad,885954053,125.0,9.084657525,48.22117006,
1327,segmento 1327,Cloruro de polivinilo,917082889,375.0,0.584311107,19.85013467,
1328,segmento 1328,Polietileno,1312995574,4.0,3.475159727,47.01348076,
1329,segmento 1329,Hierro fundido,1316465014,0.5,5.587723095,73.49688445,
1330,segmento 1330,Alta densidad plomo,202053060,1.25,3.405208637,31.69627712,
1331,segmento 1331,Cobre,295390639,0.75,3.656224585,48.30873403,
1332,segmento 1332,Cobre,874202959,2.5,1.442638017,62.96448137,
1333,segmento 1333,Hierro Galvanizado/Polietileno de alta densidad,1207503868,2.0,6.566924444,61.58982583,
1334,segmento 1334,Alta densidad plomo,616204128,0.75,5.256487289,38.68058671,
1335,segmento 1335,Hierro ductil,404023205,0.25,2.25530732,39.42663306,
1336,segmento 1336,Hierro fundido,963503970,3.0,4.875922806,75.03856592,
1337,segmento 1337,Hierro fundido,1523231484,125.0,4.352434136,72.30060114,
1338,segmento 1338,Cobre,968645986,10.0,5.537196126,76.33677105,
1339,segmento 1339,Hierro fundido,191091385,1.0,4.61428939,54.32317895,
1340,segmento 1340,Hierro fundido,1261281531,0.75,5.827218565,73.97422892,
1341,segmento 1341,Hierro fundido,538995702,1.25,9.646787884,67.05286918,
1342,segmento 1342,Plomo,1294915011,125.0,4.623116698,39.80490066,
1343,segmento 1343,Plomo,895982311,5.0,5.771790475,48.63064178,
1344,segmento 1344,Hierro Galvanizado/Polietileno de alta densidad,1088569765,12.0,5.031154436,67.85189249,
1345,segmento 1345,Polietileno,193335991,0.5,8.582481752,21.58700774,
1346,segmento 1346,Cloruro de polivinilo,394253711,375.0,1.811602112,11.47740139,
1347,segmento 1347,Polietileno,1117603135,1.25,1.337132833,35.01149038,
1348,segmento 1348,Hierro fundido,748065799,6.0,9.387458558,79.38475678,
1349,segmento 1349,Polietileno,714777273,0.5,5.179362742,27.73641793,
1350,segmento 1350,Hierro Galvanizado/Polietileno de alta densidad,1165329427,10.0,3.001884895,65.96338202,
1351,segmento 1351,Polietileno,1626305644,8.0,2.313587356,55.35050485,
1352,segmento 1352,Hierro fundido,948404985,6.0,4.645267598,78.27798005,
1353,segmento 1353,Plomo,1129732684,6.0,4.341947662,52.73394915,
1354,segmento 1354,Cobre,1215596120,1.25,7.940283426,72.05440781,
1355,segmento 1355,Cobre,1577862745,125.0,7.253202971,70.5208023,
1356,segmento 1356,Cobre,1426552854,3.0,1.681915242,74.61134675,
1357,segmento 1357,Alta densidad plomo,641974890,1.25,0.704973784,37.05690397,
1358,segmento 1358,Plomo,1445550443,4.0,0.311086585,51.96880667,
1359,segmento 1359,Hierro ductil,572044608,0.25,9.950865115,50.28906368,
1360,segmento 1360,Polietileno,57034133,4.0,8.585192455,29.08378227,
1361,segmento 1361,Cobre,1289696873,12.0,5.289473108,83.23919327,
1362,segmento 1362,Hierro fundido,1126708500,0.25,1.12943587,63.00481549,
1363,segmento 1363,Hierro fundido,227927195,12.0,3.927000349,68.05618853,
1364,segmento 1364,Cobre,629097122,8.0,2.385821521,65.66082425,
1365,segmento 1365,Cobre,668590706,0.25,3.427891512,51.18952535,
1366,segmento 1366,Plomo,734723550,0.75,3.502943322,33.37407089,
1367,segmento 1367,Plomo,1395726261,1.5,7.532964924,53.347596,
1368,segmento 1368,Hierro Galvanizado/Polietileno de alta densidad,974623416,2.0,2.339869986,53.03847467,
1369,segmento 1369,Hierro ductil,1332785099,0.75,0.551197746,58.53096491,
1370,segmento 1370,Cobre,62540129,3.0,1.267539208,49.11487183,
1371,segmento 1371,Cloruro de polivinilo,1232768388,1.25,6.25608752,36.38320448,
1372,segmento 1372,Hierro ductil,831209669,2.5,4.967858274,60.02057556,
1373,segmento 1373,Hierro ductil,807099739,1.5,6.034395588,58.15461538,
1374,segmento 1374,Polietileno,513767859,0.75,7.024002635,27.154053,
1375,segmento 1375,Hierro Galvanizado/Polietileno de alta densidad,824409940,125.0,8.11530414,46.11051239,
1376,segmento 1376,Polietileno,685564558,0.75,7.79033526,31.0866766,
1377,segmento 1377,Hierro ductil,158112243,0.5,4.25023829,39.42054457,
1378,segmento 1378,Polietileno,1577973790,4.0,1.793100133,50.18615993,
1379,segmento 1379,Hierro ductil,424021955,4.0,4.448717579,54.50988389,
1380,segmento 1380,Hierro ductil,759634879,0.25,4.243436564,47.97290564,
1381,segmento 1381,Plomo,413790265,3.0,4.225130462,35.70306752,
1382,segmento 1382,Hierro Galvanizado/Polietileno de alta densidad,625035343,6.0,2.161430234,52.68091753,
1383,segmento 1383,Hierro ductil,1161266856,0.75,5.399129613,60.27443506,
1384,segmento 1384,Plomo,1368994396,3.0,6.360157568,55.42146618,
1385,segmento 1385,Hierro ductil,1520697700,1.25,0.797972226,64.73507952,
1386,segmento 1386,Plomo,677292501,1.0,5.058315156,35.13926101,
1387,segmento 1387,Hierro ductil,1228408903,1.0,0.256488913,57.56428158,
1388,segmento 1388,Cobre,162792492,8.0,6.272313109,61.01337833,
1389,segmento 1389,Hierro fundido,1604137231,4.0,6.736593271,89.94632684,
1390,segmento 1390,Polietileno,225922534,4.0,0.41215023,23.93326409,
1391,segmento 1391,Polietileno,624164865,2.5,0.88199807,29.2297006,
1392,segmento 1392,Plomo,899672020,8.0,1.124334995,46.50407906,
1393,segmento 1393,Polietileno,134560673,125.0,4.855674152,12.99194817,
1394,segmento 1394,Cloruro de polivinilo,1498780543,1.25,7.329598199,42.35829735,
1395,segmento 1395,Hierro ductil,1025312846,375.0,5.280125553,55.1546607,
1396,segmento 1396,Cobre,422341180,0.5,8.045614749,53.82649736,
1397,segmento 1397,Polietileno,136492062,4.0,4.628593019,26.54808263,
1398,segmento 1398,Plomo,1437268891,0.75,8.910132557,51.75245209,
1399,segmento 1399,Hierro fundido,584977637,375.0,3.279898377,56.46706372,
1400,segmento 1400,Hierro ductil,852449576,12.0,3.637177491,67.81695765,
1401,segmento 1401,Alta densidad plomo,304779304,3.0,1.473832581,36.63405484,
1402,segmento 1402,Hierro fundido,94615230,8.0,3.360877004,62.53335357,
1403,segmento 1403,Hierro Galvanizado/Polietileno de alta densidad,283155126,10.0,0.407143126,47.12330739,
1404,segmento 1404,Alta densidad plomo,1461103685,10.0,6.344201163,69.06310002,
1405,segmento 1405,Alta densidad plomo,1076320590,0.25,5.221411776,43.35457997,
1406,segmento 1406,Hierro fundido,1197707493,10.0,5.818172983,86.54625815,
1407,segmento 1407,Polietileno,1434985204,3.0,4.307354712,48.84690934,
1408,segmento 1408,Hierro ductil,99295118,2.5,2.590284814,44.16244779,
1409,segmento 1409,Plomo,1404046463,6.0,4.324212244,57.75940187,
1410,segmento 1410,Plomo,484904628,3.0,1.999962758,34.76288905,
1411,segmento 1411,Hierro ductil,619822405,12.0,7.276045539,67.21563942,
1412,segmento 1412,Plomo,566975155,6.0,0.165616834,38.16891347,
1413,segmento 1413,Hierro fundido,451784541,4.0,9.153556018,71.2012435,
1414,segmento 1414,Cobre,843995412,125.0,6.272808367,56.03806362,
1415,segmento 1415,Hierro Galvanizado/Polietileno de alta densidad,1025289875,2.5,7.696025956,60.6302561,
1416,segmento 1416,Cobre,482749541,4.0,5.509922637,62.37582379,
1417,segmento 1417,Plomo,1529697261,1.5,1.206259815,49.42009458,
1418,segmento 1418,Hierro fundido,16697712,375.0,0.911682505,43.62687536,
1419,segmento 1419,Cloruro de polivinilo,124629017,10.0,8.620951207,29.64837518,
1420,segmento 1420,Cloruro de polivinilo,408727923,2.0,4.739571535,22.20106037,
1421,segmento 1421,Cobre,668539430,6.0,4.272517826,67.04174053,
1422,segmento 1422,Polietileno,445153795,2.5,7.413680993,32.53617081,
1423,segmento 1423,Hierro Galvanizado/Polietileno de alta densidad,1019512697,0.75,2.316865667,48.84054516,
1424,segmento 1424,Hierro ductil,960754395,6.0,9.239625483,71.71722295,
1425,segmento 1425,Hierro ductil,367253940,1.5,5.186521068,49.21143753,
1426,segmento 1426,Hierro ductil,313023613,125.0,5.481478673,39.76232852,
1427,segmento 1427,Cobre,298375048,4.0,0.919624683,54.34936124,
1428,segmento 1428,Alta densidad plomo,1169211353,375.0,9.156595377,50.28734631,
1429,segmento 1429,Hierro Galvanizado/Polietileno de alta densidad,824148350,1.25,2.639901966,48.07499369,
1430,segmento 1430,Cloruro de polivinilo,883119576,4.0,3.940360484,33.86565459,
1431,segmento 1431,Plomo,1400702366,6.0,5.041244329,58.42219416,
1432,segmento 1432,Hierro ductil,393920184,0.25,3.004908677,39.9980581,
1433,segmento 1433,Cobre,665542900,8.0,0.827920476,64.75725687,
1434,segmento 1434,Hierro Galvanizado/Polietileno de alta densidad,111481894,5.0,4.613269612,44.46563976,
1435,segmento 1435,Cloruro de polivinilo,844320915,5.0,9.836244224,40.357764,
1436,segmento 1436,Hierro ductil,1084238815,6.0,8.516040762,73.25663917,
1437,segmento 1437,Plomo,108905204,1.5,3.862681721,25.98152527,
1438,segmento 1438,Cloruro de polivinilo,1130471962,1.25,4.930922405,33.16389362,
1439,segmento 1439,Hierro Galvanizado/Polietileno de alta densidad,478406518,0.25,4.211654944,37.05602267,
1440,segmento 1440,Plomo,711897531,6.0,7.170226779,47.90873223,
1441,segmento 1441,Hierro ductil,1534230074,1.25,1.38163279,65.57343369,
1442,segmento 1442,Polietileno,1378311613,1.25,6.415272822,44.93415316,
1443,segmento 1443,Hierro ductil,1022163950,5.0,6.049167329,68.37357689,
1444,segmento 1444,Plomo,1350418656,125.0,7.759672683,43.9935955,
1445,segmento 1445,Polietileno,833566913,125.0,1.297759966,22.24960155,
1446,segmento 1446,Hierro ductil,1276853298,0.25,2.751039841,55.97469936,
1447,segmento 1447,Hierro ductil,269468797,2.0,3.169366232,46.62608889,
1448,segmento 1448,Hierro ductil,300208238,5.0,2.408148241,51.42233859,
1449,segmento 1449,Hierro Galvanizado/Polietileno de alta densidad,1220952741,8.0,3.10179312,65.83695604,
1450,segmento 1450,Hierro fundido,1538660489,0.5,6.802977532,78.80956585,
1451,segmento 1451,Alta densidad plomo,1498552534,6.0,1.272618768,62.12880142,
1452,segmento 1452,Cloruro de polivinilo,1309301910,1.0,9.512083022,39.82918788,
1453,segmento 1453,Hierro Galvanizado/Polietileno de alta densidad,1119731480,125.0,9.534406079,52.97355197,
1454,segmento 1454,Cobre,191849650,375.0,6.84978551,47.13091112,
1455,segmento 1455,Alta densidad plomo,730885355,0.25,8.159207583,39.97108712,
1456,segmento 1456,Cobre,1546647815,1.5,5.679100831,77.1069013,
1457,segmento 1457,Hierro ductil,144974245,125.0,2.589478734,33.75146237,
1458,segmento 1458,Cobre,246196177,1.5,8.081155565,55.62390165,
1459,segmento 1459,Plomo,197011087,2.0,2.296629675,27.26951601,
1460,segmento 1460,Plomo,653225048,8.0,6.12198308,47.02118342,
1461,segmento 1461,Polietileno,1203858027,8.0,8.040022958,53.36791677,
1462,segmento 1462,Plomo,725169864,2.5,4.780113882,40.73849388,
1463,segmento 1463,Hierro Galvanizado/Polietileno de alta densidad,961942113,3.0,3.453441064,56.43014316,
1464,segmento 1464,Alta densidad plomo,1103100143,3.0,2.109859943,51.95395099,
1465,segmento 1465,Alta densidad plomo,213097522,375.0,1.095191606,24.56598339,
1466,segmento 1466,Hierro Galvanizado/Polietileno de alta densidad,1421989288,2.5,1.950286731,62.11995468,
1467,segmento 1467,Hierro fundido,167654742,2.5,1.653114478,55.90120123,
1468,segmento 1468,Cobre,241066299,4.0,8.230339367,60.68027752,
1469,segmento 1469,Cloruro de polivinilo,205316935,1.0,9.875110612,19.89868213,
1470,segmento 1470,Cloruro de polivinilo,373920943,0.5,8.744940529,19.35694755,
1471,segmento 1471,Hierro fundido,887423048,2.0,8.137575828,74.43438709,
1472,segmento 1472,Hierro ductil,211761763,1.5,8.098981318,49.29453143,
1473,segmento 1473,Hierro Galvanizado/Polietileno de alta densidad,755488184,12.0,0.948601655,57.60426524,
1474,segmento 1474,Polietileno,794617516,0.5,5.478948922,29.50692468,
1475,segmento 1475,Alta densidad plomo,100891299,2.5,4.105268724,34.29350956,
1476,segmento 1476,Hierro fundido,406101911,6.0,0.836897921,64.46068555,
1477,segmento 1477,Polietileno,974752750,6.0,2.430955512,42.24000096,
1478,segmento 1478,Plomo,1307706641,10.0,7.064480213,61.2561036,
1479,segmento 1479,Hierro Galvanizado/Polietileno de alta densidad,705821625,0.75,4.177020855,44.9521554,
1480,segmento 1480,Hierro Galvanizado/Polietileno de alta densidad,442538162,4.0,4.599659876,49.28849294,
1481,segmento 1481,Hierro Galvanizado/Polietileno de alta densidad,13200026,8.0,1.571623347,42.08631879,
1482,segmento 1482,Polietileno,296325049,1.25,5.800143439,24.42005955,
1483,segmento 1483,Hierro Galvanizado/Polietileno de alta densidad,1234382850,1.5,8.59924685,62.88685747,
1484,segmento 1484,Hierro fundido,324960687,0.5,1.386378016,51.02390246,
1485,segmento 1485,Alta densidad plomo,73893652,125.0,6.826475137,25.29584049,
1486,segmento 1486,Plomo,1535648878,4.0,3.44761204,56.79350956,
1487,segmento 1487,Plomo,869360231,2.0,8.303456226,45.69842245,
1488,segmento 1488,Hierro ductil,1475909658,375.0,9.777629531,67.98199459,
1489,segmento 1489,Hierro fundido,1551560866,3.0,3.952215775,84.91718705,
1490,segmento 1490,Alta densidad plomo,108024022,5.0,6.655277526,40.75041395,
1491,segmento 1491,Hierro ductil,999156836,375.0,1.952945833,51.31298452,
1492,segmento 1492,Cobre,854428738,5.0,1.609059583,66.51902709,
1493,segmento 1493,Polietileno,1116055296,1.25,1.790261357,35.44073833,
1494,segmento 1494,Cloruro de polivinilo,886276921,2.5,5.587073988,33.0870506,
1495,segmento 1495,Cloruro de polivinilo,610737069,1.5,2.742001265,22.64733064,
1496,segmento 1496,Hierro Galvanizado/Polietileno de alta densidad,1230409000,125.0,3.720035209,49.13530005,
1497,segmento 1497,Hierro ductil,1354701667,2.0,7.538455336,70.99174563,
1498,segmento 1498,Hierro Galvanizado/Polietileno de alta densidad,1362155857,5.0,9.590542118,72.48732307,
1499,segmento 1499,Cloruro de polivinilo,913603240,0.75,8.89050185,30.67625161,
1500,segmento 1500,Cloruro de polivinilo,902894301,5.0,0.128998859,31.6293605,
1501,segmento 1501,Alta densidad plomo,538974685,5.0,1.490138,43.45629963,
1502,segmento 1502,Alta densidad plomo,201053465,1.0,3.604779994,30.62948641,
1503,segmento 1503,Cobre,154914252,0.5,1.414951633,42.21210804,
1504,segmento 1504,Hierro ductil,140338297,3.0,2.489632411,46.06537376,
1505,segmento 1505,Hierro fundido,13087264,5.0,9.81272289,65.05144572,
1506,segmento 1506,Cloruro de polivinilo,1227112064,125.0,3.643538844,26.14027267,
1507,segmento 1507,Cobre,974267582,12.0,8.467651996,80.65018275,
1508,segmento 1508,Cobre,594931048,3.0,2.021795331,59.66496425,
1509,segmento 1509,Hierro ductil,807204267,375.0,7.477051968,53.36376584,
1510,segmento 1510,Hierro fundido,1511164466,1.5,7.300137963,83.80622286,
1511,segmento 1511,Plomo,854607361,1.0,1.615736229,34.92191237,
1512,segmento 1512,Plomo,184732283,0.25,6.061509519,22.09667429,
1513,segmento 1513,Plomo,230585538,2.0,5.006489833,30.62402806,
1514,segmento 1514,Polietileno,811566715,6.0,7.061444064,43.91702235,
1515,segmento 1515,Hierro ductil,627765161,1.0,4.140390189,50.4443415,
1516,segmento 1516,Cloruro de polivinilo,533882431,3.0,7.941695151,30.23654378,
1517,segmento 1517,Cloruro de polivinilo,892496669,125.0,8.023101814,24.4120373,
1518,segmento 1518,Hierro ductil,430970050,3.0,3.198084012,52.12436114,
1519,segmento 1519,Alta densidad plomo,218157479,8.0,3.383125249,41.97005678,
1520,segmento 1520,Hierro ductil,1002924167,375.0,5.241883037,54.7044072,
1521,segmento 1521,Alta densidad plomo,245488716,0.75,0.125163795,26.68168222,
1522,segmento 1522,Cloruro de polivinilo,911661408,0.5,4.732232254,25.19027794,
1523,segmento 1523,Hierro ductil,1497296714,3.0,3.62538703,72.16081769,
1524,segmento 1524,Hierro fundido,641696867,4.0,8.083637858,73.6121313,
1525,segmento 1525,Plomo,962554847,4.0,3.155435846,45.96182172,
1526,segmento 1526,Hierro Galvanizado/Polietileno de alta densidad,555216034,0.25,6.539216822,40.81926858,
1527,segmento 1527,Hierro ductil,940786725,12.0,1.461744233,67.24366372,
1528,segmento 1528,Hierro Galvanizado/Polietileno de alta densidad,579103898,1.5,1.244380653,43.41013705,
1529,segmento 1529,Hierro fundido,1629623647,1.5,2.555685552,81.19176556,
1530,segmento 1530,Hierro Galvanizado/Polietileno de alta densidad,1277345287,125.0,8.712696664,55.04133462,
1531,segmento 1531,Cobre,920967831,0.25,3.490265123,55.89258223,
1532,segmento 1532,Cloruro de polivinilo,1199702885,8.0,3.853114305,43.34803645,
1533,segmento 1533,Hierro ductil,197478073,8.0,5.741707343,55.40083532,
1534,segmento 1534,Alta densidad plomo,93567065,1.5,2.140557332,29.67429366,
1535,segmento 1535,Plomo,665668482,125.0,2.160029574,25.74798763,
1536,segmento 1536,Hierro fundido,1401048966,1.5,6.386883174,80.85922627,
1537,segmento 1537,Hierro fundido,1602381779,1.5,9.660678429,87.86767354,
1538,segmento 1538,Cloruro de polivinilo,526281445,1.0,8.392083066,24.30173395,
1539,segmento 1539,Cloruro de polivinilo,1011821159,8.0,1.639435885,37.65771784,
1540,segmento 1540,Plomo,701838437,8.0,4.10919323,45.88183873,
1541,segmento 1541,Cloruro de polivinilo,601003455,0.75,6.930485804,22.94916676,
1542,segmento 1542,Plomo,1288222330,125.0,0.278921323,35.29377695,
1543,segmento 1543,Cobre,1618977338,375.0,0.391452383,66.84564915,
1544,segmento 1544,Polietileno,374305418,0.5,0.587121085,16.83808032,
1545,segmento 1545,Polietileno,318053265,12.0,4.854850369,36.3646999,
1546,segmento 1546,Polietileno,1335507321,4.0,0.871997466,44.79791129,
1547,segmento 1547,Cloruro de polivinilo,173103782,2.5,5.384682343,19.77064444,
1548,segmento 1548,Cloruro de polivinilo,324252885,6.0,1.253498811,23.37666782,
1549,segmento 1549,Polietileno,30544880,5.0,1.314996149,22.50313424,
1550,segmento 1550,Cloruro de polivinilo,1274333345,8.0,5.292047792,46.17361513,
1551,segmento 1551,Hierro Galvanizado/Polietileno de alta densidad,1541423999,6.0,4.987594691,72.3837969,
